"","iso_ter","country","total_area","protected_area","percent_protected","pc_gdp_2016","ecosystem"
"126","HND","Honduras","590.176900328398","390.909971886492",66.2360678076309,2325.495,"mangroves"
"127","HTI","Haiti","146.987185557978","67.5439212298656",45.952251533671,1263.434,"mangroves"
"128","IDN","Indonesia","26504.9067708647","6475.92589218202",24.4329321667361,3604.99,"mangroves"
"129","IND","India","3488.69339904678","716.798438704541",20.5463294338331,1714.28,"mangroves"
"130","JAM","Jamaica","95.3388276176159","54.4928389018161",57.1570264324789,5183.462,"mangroves"
"131","JPN","Japan","9.81601723532788","7.36751115897091",75.0560128649246,39411.424,"mangroves"
"132","KEN","Kenya","529.166695235685","84.8905425631305",16.0423063899215,1688.852,"mangroves"
"133","KHM","Cambodia","585.753360326428","393.880633419294",67.243427028706,1735.785,"mangroves"
"134","KNA","Saint Kitts and Nevis","0.288188935547014","0.0011635686761729",0.40375202953726,20546.639,"mangroves"
"135","LBR","Liberia","189.218822516554","21.8562870597277",11.5507996345425,709.824,"mangroves"
"136","LCA","Saint Lucia","1.65699083821273","1.08017088061554",65.1887056768905,10638.138,"mangroves"
"137","LKA","Sri Lanka","197.173612452624","9.4242054402154",4.77964841389707,4150.367,"mangroves"
"138","MDG","Madagascar","2585.11646254292","465.230651835273",17.9965064853456,489.439,"mangroves"
"139","MEX","Mexico","9661.0656586436","7276.02700453356",75.3128822597724,8999.57,"mangroves"
"140","MMR","Myanmar","4953.04629095952","150.536114410037",3.03926322442819,1125.44,"mangroves"
"141","MOZ","Mozambique","2985.52070148794","1639.50463498831",54.9151990194275,433.672,"mangroves"
"142","MRT","Mauritania","0.833671509111607","0.404355918626622",48.5030271764378,1690.813,"mangroves"
"143","MUS","Mauritius","7.11337394246802","0.644937754415433",9.06655209794395,9967.673,"mangroves"
"144","MYS","Malaysia","5092.22754601718","728.606638056443",14.3082105320748,9523.316,"mangroves"
"145","NGA","Nigeria","6881.38508431556","370.398471199136",5.3826150790975,2177.988,"mangroves"
"146","NIC","Nicaragua","731.399359831335","576.373709926278",78.804240416507,2091.463,"mangroves"
"147","NZL","New Zealand","310.312771167373","23.4912275741767",7.57017749730523,39453.17,"mangroves"
"148","OMN","Oman","1.14993793746886","0.536672927288989",46.6697297134369,17020.387,"mangroves"
"149","PAK","Pakistan","641.482281647333","230.745527040935",35.9706781687528,1566.625,"mangroves"
"150","PAN","Panama","1520.75185668653","631.023288919591",41.4941652804876,14866.506,"mangroves"
"151","PER","Peru","40.2003447049125","15.889111996273",39.5248153042113,6453.923,"mangroves"
"152","PHL","Philippines","2674.55476877824","1061.92132947402",39.7046021218372,3107.646,"mangroves"
"153","PLW","Palau","61.4039182818926","50.8194177502284",82.7624998081182,17182.471,"mangroves"
"154","PNG","Papua New Guinea","4668.85744609576","209.547877942491",4.48820467023943,2245.439,"mangroves"
"155","PRI","Puerto Rico","88.0497344447596","44.445912184114",50.4781899279871,30585.55,"mangroves"
"156","QAT","Qatar","4.42535412368615","3.98236548151412",89.989758338186,57965.377,"mangroves"
"157","SAU","Saudi Arabia","64.9128211255508","7.50169042087165",11.5565620023852,21515.651,"mangroves"
"158","SDN","Sudan","3.70890663886185","0.116712856865263",3.14682649712313,1638.638,"mangroves"
"159","SEN","Senegal","1246.32774142036","728.084108225575",58.4183504890797,1269.553,"mangroves"
"160","SGP","Singapore","5.18777607976631","0.470087676364917",9.06144885856547,57005.574,"mangroves"
"161","SLB","Solomon Islands","527.672506215791","54.7169843976715",10.3694969423506,2080.758,"mangroves"
"162","SLE","Sierra Leone","1264.32655624945","0",0,823.87,"mangroves"
"163","SLV","El Salvador","375.289221901237","288.175550541099",76.7875904032588,3870.318,"mangroves"
"164","SOM","Somalia","21.1614854300656","0",0,558.643,"mangroves"
"165","SUR","Suriname","763.19035505868","528.724117666259",69.278144588922,5762.414,"mangroves"
"166","SYC","Seychelles","1.11487858265853","0.401947285322408",36.0530098590582,16721.449,"mangroves"
"167","THA","Thailand","2246.97268015352","154.730421125088",6.88617278223946,5993.308,"mangroves"
"168","TLS","Timor-Leste","9.81902953810036","5.51689352338759",56.1857310030551,1335.544,"mangroves"
"169","TON","Tonga","8.65103563169179","1.88227443068215",21.7577930645287,4181.064,"mangroves"
"170","TTO","Trinidad and Tobago","52.7671959720383","17.6015448417371",33.356983477129,17149.368,"mangroves"
"171","USA","United States","1879.20925695027","1692.52457010132",90.0657850551506,58179.697,"mangroves"
"172","VCT","Saint Vincent and the Grenadines","1.11025620238207","0.509244834223061",45.8673262198823,7389.41,"mangroves"
"173","VUT","Vanuatu","17.636071456825","0",0,2929.483,"mangroves"
"174","WSM","Samoa","3.04012699243989","0.594677565883473",19.560944900075,4325.408,"mangroves"
"175","YEM","Yemen","16.2628149193848","2.41755243939471",14.8655226747557,975.359,"mangroves"
"176","ZAF","South Africa","24.9221119576282","8.61156014023855",34.5538939672515,5721.189,"mangroves"
"177","AGO","Angola","4.1149203726672","0.997746601119674",24.2470451614829,3936.361,"saltmarshes"
"178","ALB","Albania","54.5599588089528","46.2691076755062",84.8041470073724,4173.486,"saltmarshes"
"179","ARE","United Arab Emirates","55.5296555220255","10.4604462768005",18.83758539192,40436.026,"saltmarshes"
"180","ARG","Argentina","4761.72677011559","2018.00084481145",42.3796018174823,12772.868,"saltmarshes"
"181","ATG","Antigua and Barbuda","25.9888750497518","22.8824971535496",88.0472783440778,16163.761,"saltmarshes"
"182","AUS","Australia","13186.5854733994","4233.86136291207",32.1073364401483,51779.836,"saltmarshes"
"183","AZE","Azerbaijan","0.997746551912462","0",0,3897.788,"saltmarshes"
"184","BEL","Belgium","4.40658084853609","3.63699642744118",82.5355656109075,41918.104,"saltmarshes"
"185","BGR","Bulgaria","1.31334207952052","0.315595516547506",24.0299554448697,7593.706,"saltmarshes"
"186","BHR","Bahrain","18.825165564829","0",0,23800.001,"saltmarshes"
"187","BIH","Bosnia and Herzegovina","25.5796968205445","2.90105669851679",11.3412473919033,4875.228,"saltmarshes"
"188","BRA","Brazil","2906.19188544046","959.091952549451",33.0016733359674,8812.503,"saltmarshes"
"189","CAN","Canada","68200.0819304647","51092.6446826336",74.9158112958376,42382.499,"saltmarshes"
"190","CHL","Chile","656.328812728532","380.463248100537",57.9683903436832,13722.878,"saltmarshes"
"191","CRI","Costa Rica","5.99285380428272","4.37318783012831",72.9733775084428,11986.918,"saltmarshes"
"192","CYP","Cyprus","19.5672692581967","18.445392559763",94.2665648250137,24802.599,"saltmarshes"
"193","DEU","Germany","203.070924334074","199.638514480795",98.3097482495167,42949.139,"saltmarshes"
"194","DJI","Djibouti","0.997746615863708","0",0,2803.689,"saltmarshes"
"195","DNK","Denmark","304.35344656917","292.344979537403",96.0544336963709,54699.182,"saltmarshes"
"196","DZA","Algeria","1.99549318096299","1.99549318096299",100,4426.58,"saltmarshes"
"197","ECU","Ecuador","647.623192486668","283.126891384029",43.7178431329662,5907.928,"saltmarshes"
"198","EGY","Egypt","54.9727062852492","21.5683987515263",39.2347406722338,3862.011,"saltmarshes"
"199","ESP","Spain","883.581568353256","850.033361686282",96.2031568031124,26725.642,"saltmarshes"
"200","EST","Estonia","224.049755459842","208.053198979726",92.8602660389947,18661.231,"saltmarshes"
"201","FIN","Finland","132.473784150712","87.6793335231116",66.1861772011895,43502.557,"saltmarshes"
"202","FJI","Fiji","1293.16442384894","160.821479169865",12.4362746301975,5658.236,"saltmarshes"
"203","FRA","France","800.795474470054","770.841251574716",96.2594415365345,37081.496,"saltmarshes"
"204","GBR","United Kingdom","562.145102585156","520.383766630174",92.5710753748573,41114.514,"saltmarshes"
"205","GEO","Georgia","5.99285533754899","0.997746608475603",16.6489353117552,4142.174,"saltmarshes"
"206","GHA","Ghana","99.9718050598989","0",0,1912.48,"saltmarshes"
"207","GRC","Greece","139.963577422363","111.556040394786",79.7036217916515,17901.38,"saltmarshes"
"208","HND","Honduras","63.2926360295864","44.324921266749",70.0317194026002,2325.495,"saltmarshes"
"209","HRV","Croatia","94.7787316824984","90.6896734574201",95.6856795269466,12817.079,"saltmarshes"
"210","IND","India","1671.31456030351","4.22103421615563",0.252557736072681,1714.28,"saltmarshes"
"211","IRL","Ireland","99.0772220269396","87.9841144263775",88.8035742488361,63933.925,"saltmarshes"
"212","IRQ","Iraq","6599.20091699695","93.7330257145621",1.4203693279461,4656.709,"saltmarshes"
"213","ISL","Iceland","43.2733328494041","11.3714023145026",26.278082980288,63775.711,"saltmarshes"
"214","ITA","Italy","439.330971322335","415.5001593094",94.5756585425318,31357.601,"saltmarshes"
"215","JPN","Japan","8.97971914745799","5.79177809321453",64.4984325022468,39411.424,"saltmarshes"
"216","KEN","Kenya","1.99549315523612","0",0,1688.852,"saltmarshes"
"217","KHM","Cambodia","0.224005694915426","0",0,1735.785,"saltmarshes"
"218","KOR","Korea, Republic of","224.946095698903","32.9308196555044",14.6394270828258,30825.524,"saltmarshes"
"219","KWT","Kuwait","11298.539567458","1296.76979656158",11.4773222576175,26795.706,"saltmarshes"
"220","LBY","Libya","1.99549318826622","0",0,7817.631,"saltmarshes"
"221","LKA","Sri Lanka","77.9581897419449","27.9297802043775",35.8266146210294,4150.367,"saltmarshes"
"222","LTU","Lithuania","0.997746588514625","0.997746588514625",100,14975.135,"saltmarshes"
"223","LVA","Latvia","8.69488754116547","7.75612314326578",89.2032600369452,13768.519,"saltmarshes"
"224","MAR","Morocco","66.9772220158362","66.9772220158362",100,3235.218,"saltmarshes"
"225","MDG","Madagascar","57.8254575569581","36.2673877889383",62.7187216862311,489.439,"saltmarshes"
"226","MEX","Mexico","15313.8077049954","11411.1351579979",74.5153352962346,8999.57,"saltmarshes"
"227","MLT","Malta","0.997746560380426","0.63971417991643",64.1158992993688,26738.152,"saltmarshes"
"228","MNE","Montenegro","1.05026221431482","1.00544716088894",95.7329652714288,NA,"saltmarshes"
"229","MRT","Mauritania","12133.4739510172","2453.47937716563",20.2207495319997,1690.813,"saltmarshes"
"230","NAM","Namibia","210.001163308001","142.708619541206",67.9561090487392,4454.9,"saltmarshes"
"231","NIC","Nicaragua","753.057928004391","476.798593125415",63.314995486328,2091.463,"saltmarshes"
"232","NLD","Netherlands","151.502737116509","147.321871698097",97.240402716159,46936.707,"saltmarshes"
"233","NOR","Norway","48.9701862272995","21.1154170430783",43.1189233078862,70629.25,"saltmarshes"
"234","NZL","New Zealand","196.284991263459","46.9793642996655",23.9342621141158,39453.17,"saltmarshes"
"235","OMN","Oman","1.21354406908681","0.997746597181646",82.217582582926,17020.387,"saltmarshes"
"236","PAK","Pakistan","4001.05317745601","3630.53237403778",90.7394181735467,1566.625,"saltmarshes"
"237","PAN","Panama","220.964892508235","87.8134211868763",39.7408928586263,14866.506,"saltmarshes"
"238","PER","Peru","289.643978234784","47.613377373573",16.4385870073148,6453.923,"saltmarshes"
"239","PHL","Philippines","1.99549315169896","0",0,3107.646,"saltmarshes"
"240","POL","Poland","8.89058028986526","7.60049280434893",85.4892769261985,12455.033,"saltmarshes"
"241","PRI","Puerto Rico","58.4387258259773","12.9139516523662",22.0982772465338,30585.55,"saltmarshes"
"242","PRT","Portugal","198.935384038407","184.660769094394",92.82449675154,19914.852,"saltmarshes"
"243","QAT","Qatar","3.15292255692798","0.997746562330184",31.6451338183938,57965.377,"saltmarshes"
"244","ROU","Romania","54.7215575295328","54.7215575295328",100,9379.115,"saltmarshes"
"245","RUS","Russian Federation","9405.84974382401","3326.67668772347",35.3681674524708,8689.358,"saltmarshes"
"246","SAU","Saudi Arabia","420.574017110933","0",0,21515.651,"saltmarshes"
"247","SDN","Sudan","0.997746578501967","0",0,1638.638,"saltmarshes"
"248","SOM","Somalia","0.99774657513536","0",0,558.643,"saltmarshes"
"249","SUR","Suriname","119.977888036083","119.977888036083",100,5762.414,"saltmarshes"
"250","SVN","Slovenia","3.20913385014855","1.06679732392191",33.2425312790404,21450.814,"saltmarshes"
"251","SWE","Sweden","355.298512876604","197.632065426133",55.6242309673756,51446.757,"saltmarshes"
"252","TON","Tonga","2.99472705303861","0.0919033601798586",3.06883928158356,4181.064,"saltmarshes"
"253","TUN","Tunisia","1.99549316768183","0.997746609984215",50.0000013101172,3890.127,"saltmarshes"
"254","UKR","Ukraine","2.92098603646244","0.925492881184739",31.6842624248074,2200.851,"saltmarshes"
"255","URY","Uruguay","303.75936834445","197.931510120904",65.160627374119,16695.477,"saltmarshes"
"256","USA","United States","18786.3016053824","6103.20681322676",32.48753768266,58179.697,"saltmarshes"
"257","VUT","Vanuatu","1.99549320695315","0",0,2929.483,"saltmarshes"
"258","YEM","Yemen","0.997746554760933","0",0,975.359,"saltmarshes"
"259","ZAF","South Africa","1041.33114793247","220.143561329218",21.140591229438,5721.189,"saltmarshes"
"260","ABW","Aruba","33.08692298","0",0,27619.362,"seagrasses"
"261","AGO","Angola","592.8570579","0",0,3936.361,"seagrasses"
"262","ALB","Albania","44.01928165","2.937081536",6.672261395,4173.486,"seagrasses"
"263","ARE","United Arab Emirates","1021.682402","441.895138",43.25171276,40436.026,"seagrasses"
"264","ATG","Antigua and Barbuda","249.6354881","53.26903013",21.33872493,16163.761,"seagrasses"
"265","AUS","Australia","41008.97792","16265.00278",39.66205354,51779.836,"seagrasses"
"266","AZE","Azerbaijan","6.20532E-05","0",0,3897.788,"seagrasses"
"267","BEN","Benin","1342.761681","0",0,1049.531,"seagrasses"
